"command_id","indicator_id","indicator_type"
"smbclient-list-shares","indicator_253","success"
"smbclient-list-shares","indicator_254","failure"
"smbclient-list-shares","indicator_255","failure"
"smbclient-list-shares","indicator_256","failure"
"smbclient-list-shares","indicator_257","failure"
"netsh-portproxy-delete","indicator_258","success"
"netsh-portproxy-delete","indicator_259","success"
"netsh-portproxy-delete","indicator_260","failure"
"netsh-portproxy-delete","indicator_261","failure"
"where-windows","indicator_262","success"
"where-windows","indicator_263","success"
"where-windows","indicator_264","failure"
"systeminfo-windows","indicator_265","success"
"systeminfo-windows","indicator_266","success"
"systeminfo-windows","indicator_267","success"
"systeminfo-windows","indicator_268","success"
"whoami-priv","indicator_269","success"
"whoami-priv","indicator_270","success"
"whoami-priv","indicator_271","success"
"ipconfig-all","indicator_272","success"
"ipconfig-all","indicator_273","success"
"ipconfig-all","indicator_274","success"
"netstat-windows","indicator_275","success"
"netstat-windows","indicator_276","success"
"netstat-windows","indicator_277","success"
"ssh-local-port-forward","indicator_278","success"
"ssh-local-port-forward","indicator_279","success"
"ssh-local-port-forward","indicator_280","success"
"ssh-local-port-forward","indicator_281","success"
"ssh-local-port-forward","indicator_282","failure"
"ssh-local-port-forward","indicator_283","failure"
"ssh-local-port-forward","indicator_284","failure"
"ssh-local-port-forward","indicator_285","failure"
"ssh-dynamic-port-forward","indicator_286","success"
"ssh-dynamic-port-forward","indicator_287","success"
"ssh-dynamic-port-forward","indicator_288","success"
"ssh-dynamic-port-forward","indicator_289","success"
"ssh-dynamic-port-forward","indicator_290","failure"
"ssh-dynamic-port-forward","indicator_291","failure"
"ssh-dynamic-port-forward","indicator_292","failure"
"ssh-dynamic-port-forward","indicator_293","failure"
"ssh-remote-port-forward","indicator_294","success"
"ssh-remote-port-forward","indicator_295","success"
"ssh-remote-port-forward","indicator_296","success"
"ssh-remote-port-forward","indicator_297","success"
"ssh-remote-port-forward","indicator_298","failure"
"ssh-remote-port-forward","indicator_299","failure"
"ssh-remote-port-forward","indicator_300","failure"
"ssh-remote-port-forward","indicator_301","failure"
"ssh-remote-dynamic-port-forward","indicator_302","success"
"ssh-remote-dynamic-port-forward","indicator_303","success"
"ssh-remote-dynamic-port-forward","indicator_304","success"
"ssh-remote-dynamic-port-forward","indicator_305","success"
"ssh-remote-dynamic-port-forward","indicator_306","failure"
"ssh-remote-dynamic-port-forward","indicator_307","failure"
"ssh-remote-dynamic-port-forward","indicator_308","failure"
"ssh-remote-dynamic-port-forward","indicator_309","failure"
"socat-port-forward","indicator_310","success"
"socat-port-forward","indicator_311","success"
"socat-port-forward","indicator_312","success"
"socat-port-forward","indicator_313","success"
"socat-port-forward","indicator_314","failure"
"socat-port-forward","indicator_315","failure"
"socat-port-forward","indicator_316","failure"
"socat-port-forward","indicator_317","failure"
"plink-remote-forward","indicator_318","success"
"plink-remote-forward","indicator_319","success"
"plink-remote-forward","indicator_320","success"
"plink-remote-forward","indicator_321","success"
"plink-remote-forward","indicator_322","success"
"plink-remote-forward","indicator_323","failure"
"plink-remote-forward","indicator_324","failure"
"plink-remote-forward","indicator_325","failure"
"plink-remote-forward","indicator_326","failure"
"xfreerdp-connect","indicator_327","success"
"xfreerdp-connect","indicator_328","success"
"xfreerdp-connect","indicator_329","success"
"xfreerdp-connect","indicator_330","success"
"xfreerdp-connect","indicator_331","failure"
"xfreerdp-connect","indicator_332","failure"
"xfreerdp-connect","indicator_333","failure"
"xfreerdp-connect","indicator_334","failure"
"ssh-version","indicator_335","success"
"ssh-version","indicator_336","success"
"ssh-version","indicator_337","success"
"ssh-version","indicator_338","failure"
"ssh-debug-verbose","indicator_339","success"
"ssh-debug-verbose","indicator_340","success"
"ssh-debug-verbose","indicator_341","success"
"ssh-debug-verbose","indicator_342","success"
"ssh-debug-verbose","indicator_343","failure"
"ssh-debug-verbose","indicator_344","failure"
"ssh-debug-verbose","indicator_345","failure"
"sshuttle-vpn","indicator_346","success"
"sshuttle-vpn","indicator_347","success"
"sshuttle-vpn","indicator_348","success"
"sshuttle-vpn","indicator_349","success"
"sshuttle-vpn","indicator_350","failure"
"sshuttle-vpn","indicator_351","failure"
"sshuttle-vpn","indicator_352","failure"
"ssh-connect-password","indicator_353","success"
"ssh-connect-password","indicator_354","success"
"ssh-connect-password","indicator_355","success"
"ssh-connect-password","indicator_356","success"
"ssh-connect-password","indicator_357","failure"
"ssh-connect-password","indicator_358","failure"
"ssh-connect-password","indicator_359","failure"
"ssh-connect-password","indicator_360","failure"
"ssh-key-authentication","indicator_361","success"
"ssh-key-authentication","indicator_362","success"
"ssh-key-authentication","indicator_363","success"
"ssh-key-authentication","indicator_364","success"
"ssh-key-authentication","indicator_365","failure"
"ssh-key-authentication","indicator_366","failure"
"ssh-key-authentication","indicator_367","failure"
"ssh-key-authentication","indicator_368","failure"
"extract-ssh-key","indicator_369","success"
"extract-ssh-key","indicator_370","success"
"extract-ssh-key","indicator_371","success"
"extract-ssh-key","indicator_372","success"
"extract-ssh-key","indicator_373","failure"
"extract-ssh-key","indicator_374","failure"
"extract-ssh-key","indicator_375","failure"
"extract-ssh-key","indicator_376","failure"
"ssh-key-format","indicator_377","success"
"ssh-key-format","indicator_378","success"
"ssh-key-format","indicator_379","success"
"ssh-key-format","indicator_380","success"
"ssh-key-format","indicator_381","failure"
"ssh-key-format","indicator_382","failure"
"ssh-key-format","indicator_383","failure"
"ssh-key-format","indicator_384","failure"
"proxychains-config","indicator_385","success"
"proxychains-config","indicator_386","success"
"proxychains-config","indicator_387","success"
"proxychains-config","indicator_388","failure"
"proxychains-config","indicator_389","failure"
"proxychains-config","indicator_390","failure"
"proxychains-nmap","indicator_391","success"
"proxychains-nmap","indicator_392","success"
"proxychains-nmap","indicator_393","success"
"proxychains-nmap","indicator_394","success"
"proxychains-nmap","indicator_395","failure"
"proxychains-nmap","indicator_396","failure"
"proxychains-nmap","indicator_397","failure"
"proxychains-nmap","indicator_398","failure"
"proxychains-psql","indicator_399","success"
"proxychains-psql","indicator_400","success"
"proxychains-psql","indicator_401","success"
"proxychains-psql","indicator_402","success"
"proxychains-psql","indicator_403","failure"
"proxychains-psql","indicator_404","failure"
"proxychains-psql","indicator_405","failure"
"proxychains-psql","indicator_406","failure"
"secretsdump-hashes","indicator_407","success"
"secretsdump-hashes","indicator_408","success"
"secretsdump-hashes","indicator_409","success"
"secretsdump-hashes","indicator_410","success"
"secretsdump-hashes","indicator_411","success"
"secretsdump-hashes","indicator_412","success"
"secretsdump-hashes","indicator_413","success"
"secretsdump-hashes","indicator_414","failure"
"secretsdump-hashes","indicator_415","failure"
"secretsdump-hashes","indicator_416","failure"
"secretsdump-hashes","indicator_417","failure"
"secretsdump-hashes","indicator_418","failure"
"sc-qc-service","indicator_419","success"
"sc-qc-service","indicator_420","success"
"sc-qc-service","indicator_421","success"
"nmap-version-check","indicator_422","success"
"nmap-version-check","indicator_423","success"
"getcap-specific-binary","indicator_424","success"
"getcap-specific-binary","indicator_425","success"
"getcap-specific-binary","indicator_426","success"
"getcap-specific-binary","indicator_427","failure"
"ldap-dn-path-check","indicator_428","success"
"ldap-dn-path-check","indicator_429","success"
"ldap-dn-path-check","indicator_430","success"
"ad-user-attribute-inspection","indicator_431","success"
"ad-user-attribute-inspection","indicator_432","success"
"ad-user-attribute-inspection","indicator_433","success"
"powerview-module-path-check","indicator_434","success"
"powerview-module-path-check","indicator_435","success"
"powerview-module-path-check","indicator_436","failure"
"powerview-module-path-check","indicator_437","failure"
"ad-check-allextendedrights","indicator_438","success"
"ad-check-allextendedrights","indicator_439","success"
"ad-check-allextendedrights","indicator_440","success"
"ad-acl-enumeration-by-sid","indicator_441","success"
"ad-acl-enumeration-by-sid","indicator_442","success"
"ad-acl-enumeration-by-sid","indicator_443","success"
"check-robots-txt","indicator_444","success"
"check-robots-txt","indicator_445","success"
"check-robots-txt","indicator_446","success"
"check-robots-txt","indicator_447","failure"
"check-robots-txt","indicator_448","failure"
"check-rate-limiting","indicator_449","success"
"check-rate-limiting","indicator_450","success"
"check-rate-limiting","indicator_451","failure"
"check-rate-limiting","indicator_452","failure"
"check-rate-limiting","indicator_453","failure"
"cat-read-file","indicator_454","success"
"cat-read-file","indicator_455","success"
"cat-read-file","indicator_456","failure"
"cat-read-file","indicator_457","failure"
"cat-read-file","indicator_458","failure"
"cd-change-directory","indicator_459","success"
"cd-change-directory","indicator_460","success"
"cd-change-directory","indicator_461","failure"
"cd-change-directory","indicator_462","failure"
"cd-change-directory","indicator_463","failure"
"file-rename-extension","indicator_464","success"
"file-rename-extension","indicator_465","success"
"file-rename-extension","indicator_466","failure"
"file-rename-extension","indicator_467","failure"
"file-rename-extension","indicator_468","failure"
"hosts-file-add-entry","indicator_469","success"
"hosts-file-add-entry","indicator_470","success"
"hosts-file-add-entry","indicator_471","success"
"hosts-file-add-entry","indicator_472","failure"
"hosts-file-add-entry","indicator_473","failure"
"capture-user-flag","indicator_474","success"
"capture-user-flag","indicator_475","success"
"capture-user-flag","indicator_476","failure"
"capture-user-flag","indicator_477","failure"
"capture-root-flag","indicator_478","success"
"capture-root-flag","indicator_479","success"
"capture-root-flag","indicator_480","failure"
"capture-root-flag","indicator_481","failure"
"7zip-listfile-research","indicator_482","success"
"7zip-listfile-research","indicator_483","success"
"7zip-listfile-research","indicator_484","failure"
"7zip-listfile-research","indicator_485","failure"
"binary-dynamic-analysis","indicator_486","success"
"binary-dynamic-analysis","indicator_487","success"
"binary-dynamic-analysis","indicator_488","success"
"binary-dynamic-analysis","indicator_489","failure"
"binary-dynamic-analysis","indicator_490","failure"
"binary-dynamic-analysis","indicator_491","failure"
"sudo-execute-usage-management","indicator_492","success"
"sudo-execute-usage-management","indicator_493","success"
"sudo-execute-usage-management","indicator_494","failure"
"sudo-execute-usage-management","indicator_495","failure"
"sudo-execute-usage-management","indicator_496","failure"
"windows-read-file-type","indicator_497","success"
"windows-read-file-type","indicator_498","success"
"windows-read-file-type","indicator_499","success"
"windows-read-file-type","indicator_500","success"
"windows-read-file-type","indicator_501","success"
"windows-read-file-type","indicator_502","failure"
"windows-read-file-type","indicator_503","failure"
"windows-read-file-type","indicator_504","failure"
"windows-read-file-type","indicator_505","failure"
"windows-read-file-type","indicator_506","failure"
"powershell-get-content","indicator_507","success"
"powershell-get-content","indicator_508","success"
"powershell-get-content","indicator_509","success"
"powershell-get-content","indicator_510","success"
"powershell-get-content","indicator_511","success"
"powershell-get-content","indicator_512","failure"
"powershell-get-content","indicator_513","failure"
"powershell-get-content","indicator_514","failure"
"powershell-get-content","indicator_515","failure"
"powershell-get-content","indicator_516","failure"
"ping-host","indicator_517","success"
"ping-host","indicator_518","success"
"ping-host","indicator_519","failure"
"ping-host","indicator_520","failure"
"nmap-udp-scan","indicator_521","success"
"nmap-udp-scan","indicator_522","success"
"nmap-udp-scan","indicator_523","failure"
"nmap-udp-scan","indicator_524","failure"
"verify-ntlm-hash","indicator_525","success"
"verify-ntlm-hash","indicator_526","success"
"verify-ntlm-hash","indicator_527","failure"
"verify-ntlm-hash","indicator_528","failure"
"verify-crackmapexec-installed","indicator_529","success"
"verify-crackmapexec-installed","indicator_530","success"
"verify-crackmapexec-installed","indicator_531","failure"
"verify-crackmapexec-installed","indicator_532","failure"
"verify-neo4j-running","indicator_533","success"
"verify-neo4j-running","indicator_534","success"
"verify-neo4j-running","indicator_535","success"
"verify-neo4j-running","indicator_536","failure"
"verify-neo4j-running","indicator_537","failure"
"verify-neo4j-running","indicator_538","failure"
"verify-web-server-up","indicator_539","success"
"verify-web-server-up","indicator_540","success"
"verify-web-server-up","indicator_541","success"
"verify-web-server-up","indicator_542","success"
"verify-web-server-up","indicator_543","failure"
"verify-web-server-up","indicator_544","failure"
"verify-web-server-up","indicator_545","failure"
"verify-web-server-up","indicator_546","failure"
"verify-powerview-imported","indicator_547","success"
"verify-powerview-imported","indicator_548","success"
"verify-powerview-imported","indicator_549","failure"
"verify-powerview-imported","indicator_550","failure"
"verify-powerview-imported","indicator_551","failure"
"verify-impacket-installed","indicator_552","success"
"verify-impacket-installed","indicator_553","success"
"verify-impacket-installed","indicator_554","success"
"verify-impacket-installed","indicator_555","success"
"verify-impacket-installed","indicator_556","failure"
"verify-impacket-installed","indicator_557","failure"
"verify-evil-winrm-installed","indicator_558","success"
"verify-evil-winrm-installed","indicator_559","success"
"verify-evil-winrm-installed","indicator_560","failure"
"verify-evil-winrm-installed","indicator_561","failure"
"verify-nmap-installed","indicator_562","success"
"verify-nmap-installed","indicator_563","success"
"verify-nmap-installed","indicator_564","failure"
"verify-nmap-installed","indicator_565","failure"
"verify-mimikatz-available","indicator_566","success"
"verify-mimikatz-available","indicator_567","success"
"verify-mimikatz-available","indicator_568","failure"
"verify-rubeus-available","indicator_569","success"
"verify-rubeus-available","indicator_570","success"
"verify-rubeus-available","indicator_571","failure"
"verify-getcap-installed","indicator_572","success"
"verify-getcap-installed","indicator_573","success"
"verify-getcap-installed","indicator_574","failure"
"verify-getcap-installed","indicator_575","failure"
"verify-docker-images-available","indicator_576","success"
"verify-docker-images-available","indicator_577","success"
"verify-docker-images-available","indicator_578","success"
"verify-docker-images-available","indicator_579","failure"
"verify-docker-images-available","indicator_580","failure"
"verify-docker-images-available","indicator_581","failure"
"verify-curl-available","indicator_582","success"
"verify-curl-available","indicator_583","success"
"verify-curl-available","indicator_584","failure"
"verify-curl-available","indicator_585","failure"
"verify-socat-installed","indicator_586","success"
"verify-socat-installed","indicator_587","success"
"verify-socat-installed","indicator_588","failure"
"verify-socat-installed","indicator_589","failure"
"verify-rdp-service-running","indicator_590","success"
"verify-rdp-service-running","indicator_591","success"
"verify-rdp-service-running","indicator_592","failure"
"verify-rdp-service-running","indicator_593","failure"
"verify-rdp-service-running","indicator_594","failure"
"verify-python-available","indicator_595","success"
"verify-python-available","indicator_596","success"
"verify-python-available","indicator_597","failure"
"verify-python-available","indicator_598","failure"
"verify-socks-proxy-running","indicator_599","success"
"verify-socks-proxy-running","indicator_600","success"
"verify-socks-proxy-running","indicator_601","success"
"verify-socks-proxy-running","indicator_602","failure"
"verify-socks-proxy-running","indicator_603","failure"
"verify-credentials","indicator_604","success"
"verify-credentials","indicator_605","success"
"verify-credentials","indicator_606","success"
"verify-credentials","indicator_607","success"
"verify-credentials","indicator_608","failure"
"verify-credentials","indicator_609","failure"
"verify-credentials","indicator_610","failure"
"verify-powershell-access","indicator_611","success"
"verify-powershell-access","indicator_612","success"
"verify-powershell-access","indicator_613","success"
"verify-powershell-access","indicator_614","failure"
"verify-powershell-access","indicator_615","failure"
"verify-powershell-access","indicator_616","failure"
"verify-network-connectivity","indicator_617","success"
"verify-network-connectivity","indicator_618","success"
"verify-network-connectivity","indicator_619","success"
"verify-network-connectivity","indicator_620","success"
"verify-network-connectivity","indicator_621","failure"
"verify-network-connectivity","indicator_622","failure"
"verify-network-connectivity","indicator_623","failure"
"verify-network-connectivity","indicator_624","failure"
"verify-root-access","indicator_625","success"
"verify-root-access","indicator_626","success"
"verify-root-access","indicator_627","success"
"verify-root-access","indicator_628","failure"
"verify-root-access","indicator_629","failure"
"verify-root-access","indicator_630","failure"
"verify-file-exists","indicator_631","success"
"verify-file-exists","indicator_632","success"
"verify-file-exists","indicator_633","failure"
"verify-port-open","indicator_634","success"
"verify-port-open","indicator_635","success"
"verify-port-open","indicator_636","success"
"verify-port-open","indicator_637","failure"
"verify-port-open","indicator_638","failure"
"verify-port-open","indicator_639","failure"
"verify-sql-injection-vulnerable","indicator_640","success"
"verify-sql-injection-vulnerable","indicator_641","success"
"verify-sql-injection-vulnerable","indicator_642","success"
"verify-sql-injection-vulnerable","indicator_643","success"
"verify-sql-injection-vulnerable","indicator_644","failure"
"verify-sql-injection-vulnerable","indicator_645","failure"
"verify-sql-injection-vulnerable","indicator_646","failure"
"verify-smb-null-session","indicator_647","success"
"verify-smb-null-session","indicator_648","success"
"verify-smb-null-session","indicator_649","success"
"verify-smb-null-session","indicator_650","failure"
"verify-smb-null-session","indicator_651","failure"
"verify-smb-null-session","indicator_652","failure"
"verify-ldap-anonymous-bind","indicator_653","success"
"verify-ldap-anonymous-bind","indicator_654","success"
"verify-ldap-anonymous-bind","indicator_655","success"
"verify-ldap-anonymous-bind","indicator_656","success"
"verify-ldap-anonymous-bind","indicator_657","failure"
"verify-ldap-anonymous-bind","indicator_658","failure"
"verify-ldap-anonymous-bind","indicator_659","failure"
"verify-ldap-anonymous-bind","indicator_660","failure"
"ft-certutil-download","indicator_661","success"
"ft-certutil-download","indicator_662","success"
"ft-certutil-download","indicator_663","success"
"ft-certutil-download","indicator_664","failure"
"ft-certutil-download","indicator_665","failure"
"ft-certutil-download","indicator_666","failure"
"ft-powershell-iwr","indicator_667","success"
"ft-powershell-iwr","indicator_668","success"
"ft-powershell-iwr","indicator_669","success"
"ft-powershell-iwr","indicator_670","failure"
"ft-powershell-iwr","indicator_671","failure"
"ft-powershell-iwr","indicator_672","failure"
"ft-powershell-iwr","indicator_673","failure"
"ft-powershell-webclient","indicator_674","success"
"ft-powershell-webclient","indicator_675","success"
"ft-powershell-webclient","indicator_676","success"
"ft-powershell-webclient","indicator_677","failure"
"ft-powershell-webclient","indicator_678","failure"
"ft-powershell-webclient","indicator_679","failure"
"ft-smb-download","indicator_680","success"
"ft-smb-download","indicator_681","success"
"ft-smb-download","indicator_682","success"
"ft-smb-download","indicator_683","failure"
"ft-smb-download","indicator_684","failure"
"ft-smb-download","indicator_685","failure"
"ft-bitsadmin-download","indicator_686","success"
"ft-bitsadmin-download","indicator_687","success"
"ft-bitsadmin-download","indicator_688","success"
"ft-bitsadmin-download","indicator_689","failure"
"ft-bitsadmin-download","indicator_690","failure"
